batch_number,gets,puts,get_ratio,put_ratio
607,9936,0,1.0,0.0
608,9941,0,1.0,0.0
609,9927,0,1.0,0.0
610,9947,0,1.0,0.0
611,9920,0,1.0,0.0
612,9925,0,1.0,0.0
613,9936,0,1.0,0.0
614,9934,0,1.0,0.0
615,9934,0,1.0,0.0
616,9930,0,1.0,0.0
617,9870,0,1.0,0.0
618,9945,0,1.0,0.0
619,9931,0,1.0,0.0
620,9924,0,1.0,0.0
621,9929,0,1.0,0.0
622,9926,0,1.0,0.0
623,9947,0,1.0,0.0
624,9947,0,1.0,0.0
625,9935,0,1.0,0.0
626,9957,0,1.0,0.0
627,9940,0,1.0,0.0
628,9890,0,1.0,0.0
629,9943,0,1.0,0.0
630,9938,0,1.0,0.0
631,9936,0,1.0,0.0
632,9903,0,1.0,0.0
633,9931,0,1.0,0.0
634,9930,0,1.0,0.0
635,9913,0,1.0,0.0
636,9942,0,1.0,0.0
637,9928,0,1.0,0.0
638,9961,0,1.0,0.0
639,9950,0,1.0,0.0
640,9953,0,1.0,0.0
641,9943,0,1.0,0.0
642,9932,0,1.0,0.0
643,9916,0,1.0,0.0
644,9891,0,1.0,0.0
645,9867,0,1.0,0.0
646,9939,0,1.0,0.0
647,9928,0,1.0,0.0
648,9891,0,1.0,0.0
649,9930,0,1.0,0.0
650,9946,0,1.0,0.0
651,9941,0,1.0,0.0
652,9946,0,1.0,0.0
653,9933,0,1.0,0.0
654,9912,0,1.0,0.0
655,9925,0,1.0,0.0
656,9919,0,1.0,0.0
657,9949,0,1.0,0.0
658,9932,0,1.0,0.0
659,9955,0,1.0,0.0
660,9896,0,1.0,0.0
661,9890,0,1.0,0.0
662,9937,0,1.0,0.0
663,9935,0,1.0,0.0
664,9926,0,1.0,0.0
665,9883,0,1.0,0.0
666,9923,0,1.0,0.0
667,9931,0,1.0,0.0
668,9961,0,1.0,0.0
669,9921,0,1.0,0.0
670,9946,0,1.0,0.0
671,9936,0,1.0,0.0
672,9905,0,1.0,0.0
673,9958,0,1.0,0.0
674,9935,0,1.0,0.0
675,9943,0,1.0,0.0
676,9951,0,1.0,0.0
677,9950,0,1.0,0.0
678,9953,0,1.0,0.0
679,9938,0,1.0,0.0
680,9885,0,1.0,0.0
681,9929,0,1.0,0.0
682,9927,0,1.0,0.0
683,9948,0,1.0,0.0
684,9938,0,1.0,0.0
685,9957,0,1.0,0.0
686,9888,0,1.0,0.0
687,9941,0,1.0,0.0
688,9926,0,1.0,0.0
689,9899,0,1.0,0.0
690,9940,0,1.0,0.0
691,9940,0,1.0,0.0
692,9924,0,1.0,0.0
693,9930,0,1.0,0.0
694,9952,0,1.0,0.0
695,9950,0,1.0,0.0
